NOR__SH.XPD.CHEX.PC.CD,9100.2
POL__SH.XPD.CHEX.PC.CD,1200.4
SWE__SH.XPD.CHEX.PC.CD,6400.5
USA__SH.XPD.CHEX.PC.CD,12555.3
BRA__EN.GHG.CO2.PC.CE.AR5,2.2
CAN__EN.GHG.CO2.PC.CE.AR5,14.3
CHN__EN.GHG.CO2.PC.CE.AR5,8.0
DEU__EN.GHG.CO2.PC.CE.AR5,7.9
DNK__EN.GHG.CO2.PC.CE.AR5,4.8
EST__EN.GHG.CO2.PC.CE.AR5,8.1
FIN__EN.GHG.CO2.PC.CE.AR5,6.6
FRA__EN.GHG.CO2.PC.CE.AR5,4.3
GBR__EN.GHG.CO2.PC.CE.AR5,4.7
IND__EN.GHG.CO2.PC.CE.AR5,1.9
ISL__EN.GHG.CO2.PC.CE.AR5,9.3
JPN__EN.GHG.CO2.PC.CE.AR5,8.6
KEN__EN.GHG.CO2.PC.CE.AR5,0.4
KOR__EN.GHG.CO2.PC.CE.AR5,11.5
NGA__EN.GHG.CO2.PC.CE.AR5,0.6
NLD__EN.GHG.CO2.PC.CE.AR5,7.4
NOR__EN.GHG.CO2.PC.CE.AR5,7.1
POL__EN.GHG.CO2.PC.CE.AR5,8.2
SWE__EN.GHG.CO2.PC.CE.AR5,3.4
USA__EN.GHG.CO2.PC.CE.AR5,14.9
