KOR__NY.GDP.PCAP.CD,32000
NGA__NY.GDP.PCAP.CD,2200
NLD__NY.GDP.PCAP.CD,58000
NOR__NY.GDP.PCAP.CD,98000
POL__NY.GDP.PCAP.CD,18000
SWE__NY.GDP.PCAP.CD,56000
USA__NY.GDP.PCAP.CD,76000
BRA__SP.DYN.LE00.IN,75.9
CAN__SP.DYN.LE00.IN,82.5
CHN__SP.DYN.LE00.IN,77.4
DEU__SP.DYN.LE00.IN,81.3
DNK__SP.DYN.LE00.IN,81.4
EST__SP.DYN.LE00.IN,78.8
FIN__SP.DYN.LE00.IN,82.3
FRA__SP.DYN.LE00.IN,82.5
GBR__SP.DYN.LE00.IN,81.2
IND__SP.DYN.LE00.IN,70.2
ISL__SP.DYN.LE00.IN,83.0
JPN__SP.DYN.LE00.IN,84.3
KEN__SP.DYN.LE00.IN,66.7
KOR__SP.DYN.LE00.IN,83.5
NGA__SP.DYN.LE00.IN,54.3
NLD__SP.DYN.LE00.IN,82.5
NOR__SP.DYN.LE00.IN,83.2
POL__SP.DYN.LE00.IN,76.1
SWE__SP.DYN.LE00.IN,83.0
USA__SP.DYN.LE00.IN,76.1
BRA__AG.SRF.TOTL.K2,8515767
CAN__AG.SRF.TOTL.K2,9984670
CHN__AG.SRF.TOTL.K2,9596960
DEU__AG.SRF.TOTL.K2,357022
DNK__AG.SRF.TOTL.K2,42933
EST__AG.SRF.TOTL.K2,45227
FIN__AG.SRF.TOTL.K2,338424
FRA__AG.SRF.TOTL.K2,551695
GBR__AG.SRF.TOTL.K2,242495
IND__AG.SRF.TOTL.K2,3287263
ISL__AG.SRF.TOTL.K2,103000
JPN__AG.SRF.TOTL.K2,377975
KEN__AG.SRF.TOTL.K2,580367
KOR__AG.SRF.TOTL.K2,100210
NGA__AG.SRF.TOTL.K2,923768
NLD__AG.SRF.TOTL.K2,41850
NOR__AG.SRF.TOTL.K2,323802
POL__AG.SRF.TOTL.K2,312696
SWE__AG.SRF.TOTL.K2,450295
USA__AG.SRF.TOTL.K2,9372610
BRA__SP.DYN.IMRT.IN,14.0
CAN__SP.DYN.IMRT.IN,4.4
CHN__SP.DYN.IMRT.IN,5.4
DEU__SP.DYN.IMRT.IN,3.2
DNK__SP.DYN.IMRT.IN,3.4
EST__SP.DYN.IMRT.IN,3.6
FIN__SP.DYN.IMRT.IN,2.7
FRA__SP.DYN.IMRT.IN,3.1
GBR__SP.DYN.IMRT.IN,3.8
IND__SP.DYN.IMRT.IN,27.7
ISL__SP.DYN.IMRT.IN,1.6
JPN__SP.DYN.IMRT.IN,1.9
KEN__SP.DYN.IMRT.IN,33.0
KOR__SP.DYN.IMRT.IN,2.9
NGA__SP.DYN.IMRT.IN,57.0
NLD__SP.DYN.IMRT.IN,3.5
NOR__SP.DYN.IMRT.IN,1.6
POL__SP.DYN.IMRT.IN,4.2
SWE__SP.DYN.IMRT.IN,2.4
USA__SP.DYN.IMRT.IN,5.4
BRA__SL.UEM.TOTL.ZS,9.3
CAN__SL.UEM.TOTL.ZS,5.0
CHN__SL.UEM.TOTL.ZS,4.8
DEU__SL.UEM.TOTL.ZS,3.0
DNK__SL.UEM.TOTL.ZS,4.8
EST__SL.UEM.TOTL.ZS,5.8
FIN__SL.UEM.TOTL.ZS,6.8
FRA__SL.UEM.TOTL.ZS,7.5
GBR__SL.UEM.TOTL.ZS,3.7
IND__SL.UEM.TOTL.ZS,6.4
ISL__SL.UEM.TOTL.ZS,3.6
JPN__SL.UEM.TOTL.ZS,2.6
KEN__SL.UEM.TOTL.ZS,5.6
KOR__SL.UEM.TOTL.ZS,2.9
NGA__SL.UEM.TOTL.ZS,4.1
NLD__SL.UEM.TOTL.ZS,3.5
NOR__SL.UEM.TOTL.ZS,3.8
POL__SL.UEM.TOTL.ZS,2.8
SWE__SL.UEM.TOTL.ZS,6.6
USA__SL.UEM.TOTL.ZS,3.6
BRA__IT.NET.USER.ZS,80
CAN__IT.NET.USER.ZS,93
CHN__IT.NET.USER.ZS,73
DEU__IT.NET.USER.ZS,90
DNK__IT.NET.USER.ZS,96
EST__IT.NET.USER.ZS,88
FIN__IT.NET.USER.ZS,93
FRA__IT.NET.USER.ZS,88
GBR__IT.NET.USER.ZS,92
IND__IT.NET.USER.ZS,47
ISL__IT.NET.USER.ZS,99
JPN__IT.NET.USER.ZS,93
KEN__IT.NET.USER.ZS,29
KOR__IT.NET.USER.ZS,96
NGA__IT.NET.USER.ZS,51
NLD__IT.NET.USER.ZS,95
NOR__IT.NET.USER.ZS,98
POL__IT.NET.USER.ZS,85
SWE__IT.NET.USER.ZS,94
USA__IT.NET.USER.ZS,92
BRA__SP.URB.TOTL.IN.ZS,87
CAN__SP.URB.TOTL.IN.ZS,81
CHN__SP.URB.TOTL.IN.ZS,64
DEU__SP.URB.TOTL.IN.ZS,77
DNK__SP.URB.TOTL.IN.ZS,88
EST__SP.URB.TOTL.IN.ZS,69
FIN__SP.URB.TOTL.IN.ZS,86
FRA__SP.URB.TOTL.IN.ZS,81
GBR__SP.URB.TOTL.IN.ZS,84
IND__SP.URB.TOTL.IN.ZS,35
ISL__SP.URB.TOTL.IN.ZS,94
JPN__SP.URB.TOTL.IN.ZS,92
KEN__SP.URB.TOTL.IN.ZS,28
KOR__SP.URB.TOTL.IN.ZS,81
NGA__SP.URB.TOTL.IN.ZS,52
NLD__SP.URB.TOTL.IN.ZS,91
NOR__SP.URB.TOTL.IN.ZS,83
POL__SP.URB.TOTL.IN.ZS,60
SWE__SP.URB.TOTL.IN.ZS,88
USA__SP.URB.TOTL.IN.ZS,83
BRA__AG.LND.FRST.ZS,59.4
CAN__AG.LND.FRST.ZS,38.2
CHN__AG.LND.FRST.ZS,23.0
DEU__AG.LND.FRST.ZS,33.4
DNK__AG.LND.FRST.ZS,14.5
EST__AG.LND.FRST.ZS,54.0
FIN__AG.LND.FRST.ZS,73.1
FRA__AG.LND.FRST.ZS,31.4
GBR__AG.LND.FRST.ZS,13.2
IND__AG.LND.FRST.ZS,24.1
ISL__AG.LND.FRST.ZS,2.0
JPN__AG.LND.FRST.ZS,68.4
KEN__AG.LND.FRST.ZS,6.1
KOR__AG.LND.FRST.ZS,63.9
NGA__AG.LND.FRST.ZS,10.0
NLD__AG.LND.FRST.ZS,11.1
NOR__AG.LND.FRST.ZS,37.8
POL__AG.LND.FRST.ZS,29.6
SWE__AG.LND.FRST.ZS,68.7
USA__AG.LND.FRST.ZS,33.9
BRA__SH.XPD.CHEX.PC.CD,1200
CAN__SH.XPD.CHEX.PC.CD,5500
CHN__SH.XPD.CHEX.PC.CD,800
DEU__SH.XPD.CHEX.PC.CD,6700
DNK__SH.XPD.CHEX.PC.CD,7000
EST__SH.XPD.CHEX.PC.CD,2500
FIN__SH.XPD.CHEX.PC.CD,5200
FRA__SH.XPD.CHEX.PC.CD,5500
GBR__SH.XPD.CHEX.PC.CD,5300
IND__SH.XPD.CHEX.PC.CD,200
ISL__SH.XPD.CHEX.PC.CD,7000
JPN__SH.XPD.CHEX.PC.CD,4200
KEN__SH.XPD.CHEX.PC.CD,150
KOR__SH.XPD.CHEX.PC.CD,4500
NGA__SH.XPD.CHEX.PC.CD,100
NLD__SH.XPD.CHEX.PC.CD,7000
NOR__SH.XPD.CHEX.PC.CD,8000
POL__SH.XPD.CHEX.PC.CD,1800
SWE__SH.XPD.CHEX.PC.CD,6500
USA__SH.XPD.CHEX.PC.CD,12500
BRA__EN.GHG.CO2.PC.CE.AR5,2.2
CAN__EN.GHG.CO2.PC.CE.AR5,15.3
CHN__EN.GHG.CO2.PC.CE.AR5,7.4
DEU__EN.GHG.CO2.PC.CE.AR5,7.6
DNK__EN.GHG.CO2.PC.CE.AR5,5.7
EST__EN.GHG.CO2.PC.CE.AR5,12.0
FIN__EN.GHG.CO2.PC.CE.AR5,7.8
FRA__EN.GHG.CO2.PC.CE.AR5,4.3
GBR__EN.GHG.CO2.PC.CE.AR5,5.5
IND__EN.GHG.CO2.PC.CE.AR5,1.9
ISL__EN.GHG.CO2.PC.CE.AR5,5.0
JPN__EN.GHG.CO2.PC.CE.AR5,8.2
KEN__EN.GHG.CO2.PC.CE.AR5,0.3
KOR__EN.GHG.CO2.PC.CE.AR5,11.8
NGA__EN.GHG.CO2.PC.CE.AR5,0.5
NLD__EN.GHG.CO2.PC.CE.AR5,8.4
NOR__EN.GHG.CO2.PC.CE.AR5,8.3
POL__EN.GHG.CO2.PC.CE.AR5,7.6
SWE__EN.GHG.CO2.PC.CE.AR5,4.5
USA__EN.GHG.CO2.PC.CE.AR5,15.5
