JPN__NY.GDP.PCAP.CD,34000
KEN__NY.GDP.PCAP.CD,2100
KOR__NY.GDP.PCAP.CD,32400
NGA__NY.GDP.PCAP.CD,2200
NLD__NY.GDP.PCAP.CD,57000
NOR__NY.GDP.PCAP.CD,106000
POL__NY.GDP.PCAP.CD,18300
SWE__NY.GDP.PCAP.CD,56000
USA__NY.GDP.PCAP.CD,76200
BRA__SP.DYN.LE00.IN,73.5
CAN__SP.DYN.LE00.IN,82.5
CHN__SP.DYN.LE00.IN,78.2
DEU__SP.DYN.LE00.IN,80.8
DNK__SP.DYN.LE00.IN,81.5
EST__SP.DYN.LE00.IN,78.2
FIN__SP.DYN.LE00.IN,82.0
FRA__SP.DYN.LE00.IN,82.5
GBR__SP.DYN.LE00.IN,81.0
IND__SP.DYN.LE00.IN,70.2
ISL__SP.DYN.LE00.IN,82.5
JPN__SP.DYN.LE00.IN,84.5
KEN__SP.DYN.LE00.IN,62.2
KOR__SP.DYN.LE00.IN,83.5
NGA__SP.DYN.LE00.IN,53.5
NLD__SP.DYN.LE00.IN,81.5
NOR__SP.DYN.LE00.IN,83.0
POL__SP.DYN.LE00.IN,78.5
SWE__SP.DYN.LE00.IN,83.0
USA__SP.DYN.LE00.IN,77.5
BRA__AG.SRF.TOTL.K2,8.52e6
CAN__AG.SRF.TOTL.K2,9.98e6
CHN__AG.SRF.TOTL.K2,9.6e6
DEU__AG.SRF.TOTL.K2,357000
DNK__AG.SRF.TOTL.K2,42920
EST__AG.SRF.TOTL.K2,45230
FIN__AG.SRF.TOTL.K2,338420
FRA__AG.SRF.TOTL.K2,549000
GBR__AG.SRF.TOTL.K2,243610
IND__AG.SRF.TOTL.K2,3.287e6
ISL__AG.SRF.TOTL.K2,103000
JPN__AG.SRF.TOTL.K2,378000
KEN__AG.SRF.TOTL.K2,580000
KOR__AG.SRF.TOTL.K2,100410
NGA__AG.SRF.TOTL.K2,924000
NLD__AG.SRF.TOTL.K2,41540
NOR__AG.SRF.TOTL.K2,385000
POL__AG.SRF.TOTL.K2,312700
SWE__AG.SRF.TOTL.K2,528900
USA__AG.SRF.TOTL.K2,9.83e6
BRA__SP.DYN.IMRT.IN,13
CAN__SP.DYN.IMRT.IN,4.3
CHN__SP.DYN.IMRT.IN,5.4
DEU__SP.DYN.IMRT.IN,3.1
DNK__SP.DYN.IMRT.IN,3.1
EST__SP.DYN.IMRT.IN,2.5
FIN__SP.DYN.IMRT.IN,1.9
FRA__SP.DYN.IMRT.IN,3.3
GBR__SP.DYN.IMRT.IN,3.6
IND__SP.DYN.IMRT.IN,28
ISL__SP.DYN.IMRT.IN,1.7
JPN__SP.DYN.IMRT.IN,1.7
KEN__SP.DYN.IMRT.IN,30
KOR__SP.DYN.IMRT.IN,2.5
NGA__SP.DYN.IMRT.IN,72
NLD__SP.DYN.IMRT.IN,3.4
NOR__SP.DYN.IMRT.IN,2.0
POL__SP.DYN.IMRT.IN,3.8
SWE__SP.DYN.IMRT.IN,2.2
USA__SP.DYN.IMRT.IN,5.4
BRA__SL.UEM.TOTL.ZS,9.3
CAN__SL.UEM.TOTL.ZS,5.3
CHN__SL.UEM.TOTL.ZS,4.5
DEU__SL.UEM.TOTL.ZS,3.1
DNK__SL.UEM.TOTL.ZS,4.5
EST__SL.UEM.TOTL.ZS,5.5
FIN__SL.UEM.TOTL.ZS,6.8
FRA__SL.UEM.TOTL.ZS,7.3
GBR__SL.UEM.TOTL.ZS,3.7
IND__SL.UEM.TOTL.ZS,7.3
ISL__SL.UEM.TOTL.ZS,3.8
JPN__SL.UEM.TOTL.ZS,2.6
KEN__SL.UEM.TOTL.ZS,5.7
KOR__SL.UEM.TOTL.ZS,2.9
NGA__SL.UEM.TOTL.ZS,5.8
NLD__SL.UEM.TOTL.ZS,3.5
NOR__SL.UEM.TOTL.ZS,3.2
POL__SL.UEM.TOTL.ZS,2.9
SWE__SL.UEM.TOTL.ZS,7.5
USA__SL.UEM.TOTL.ZS,3.6
BRA__IT.NET.USER.ZS,81
CAN__IT.NET.USER.ZS,94
CHN__IT.NET.USER.ZS,75
DEU__IT.NET.USER.ZS,91
DNK__IT.NET.USER.ZS,98
EST__IT.NET.USER.ZS,92
FIN__IT.NET.USER.ZS,93
FRA__IT.NET.USER.ZS,86
GBR__IT.NET.USER.ZS,97
IND__IT.NET.USER.ZS,48
ISL__IT.NET.USER.ZS,99
JPN__IT.NET.USER.ZS,82
KEN__IT.NET.USER.ZS,29
KOR__IT.NET.USER.ZS,97
NGA__IT.NET.USER.ZS,38
NLD__IT.NET.USER.ZS,96
NOR__IT.NET.USER.ZS,98
POL__IT.NET.USER.ZS,88
SWE__IT.NET.USER.ZS,97
USA__IT.NET.USER.ZS,93
BRA__SP.URB.TOTL.IN.ZS,87
CAN__SP.URB.TOTL.IN.ZS,81
CHN__SP.URB.TOTL.IN.ZS,64
DEU__SP.URB.TOTL.IN.ZS,77
DNK__SP.URB.TOTL.IN.ZS,88
EST__SP.URB.TOTL.IN.ZS,69
FIN__SP.URB.TOTL.IN.ZS,85
FRA__SP.URB.TOTL.IN.ZS,81
GBR__SP.URB.TOTL.IN.ZS,84
IND__SP.URB.TOTL.IN.ZS,36
ISL__SP.URB.TOTL.IN.ZS,94
JPN__SP.URB.TOTL.IN.ZS,92
KEN__SP.URB.TOTL.IN.ZS,29
KOR__SP.URB.TOTL.IN.ZS,81
NGA__SP.URB.TOTL.IN.ZS,53
NLD__SP.URB.TOTL.IN.ZS,92
NOR__SP.URB.TOTL.IN.ZS,83
POL__SP.URB.TOTL.IN.ZS,60
SWE__SP.URB.TOTL.IN.ZS,88
USA__SP.URB.TOTL.IN.ZS,83
BRA__AG.LND.FRST.ZS,59
CAN__AG.LND.FRST.ZS,38
CHN__AG.LND.FRST.ZS,23
DEU__AG.LND.FRST.ZS,32
DNK__AG.LND.FRST.ZS,15
EST__AG.LND.FRST.ZS,54
FIN__AG.LND.FRST.ZS,74
FRA__AG.LND.FRST.ZS,31
GBR__AG.LND.FRST.ZS,13
IND__AG.LND.FRST.ZS,24
ISL__AG.LND.FRST.ZS,0.5
JPN__AG.LND.FRST.ZS,68
KEN__AG.LND.FRST.ZS,6
KOR__AG.LND.FRST.ZS,64
NGA__AG.LND.FRST.ZS,8
NLD__AG.LND.FRST.ZS,11
NOR__AG.LND.FRST.ZS,33
POL__AG.LND.FRST.ZS,31
SWE__AG.LND.FRST.ZS,68
USA__AG.LND.FRST.ZS,33
BRA__SH.XPD.CHEX.PC.CD,700
CAN__SH.XPD.CHEX.PC.CD,6000
CHN__SH.XPD.CHEX.PC.CD,640
DEU__SH.XPD.CHEX.PC.CD,6700
DNK__SH.XPD.CHEX.PC.CD,8000
EST__SH.XPD.CHEX.PC.CD,2600
FIN__SH.XPD.CHEX.PC.CD,6000
FRA__SH.XPD.CHEX.PC.CD,5500
GBR__SH.XPD.CHEX.PC.CD,5400
IND__SH.XPD.CHEX.PC.CD,75
ISL__SH.XPD.CHEX.PC.CD,6600
JPN__SH.XPD.CHEX.PC.CD,4600
KEN__SH.XPD.CHEX.PC.CD,90
KOR__SH.XPD.CHEX.PC.CD,3200
NGA__SH.XPD.CHEX.PC.CD,70
NLD__SH.XPD.CHEX.PC.CD,6700
NOR__SH.XPD.CHEX.PC.CD,10000
POL__SH.XPD.CHEX.PC.CD,1700
SWE__SH.XPD.CHEX.PC.CD,7000
USA__SH.XPD.CHEX.PC.CD,12500
BRA__EN.GHG.CO2.PC.CE.AR5,2.2
CAN__EN.GHG.CO2.PC.CE.AR5,14.3
CHN__EN.GHG.CO2.PC.CE.AR5,8.0
DEU__EN.GHG.CO2.PC.CE.AR5,8.0
DNK__EN.GHG.CO2.PC.CE.AR5,5.0
EST__EN.GHG.CO2.PC.CE.AR5,8.5
FIN__EN.GHG.CO2.PC.CE.AR5,7.0
FRA__EN.GHG.CO2.PC.CE.AR5,4.5
GBR__EN.GHG.CO2.PC.CE.AR5,4.6
IND__EN.GHG.CO2.PC.CE.AR5,1.9
ISL__EN.GHG.CO2.PC.CE.AR5,11.0
JPN__EN.GHG.CO2.PC.CE.AR5,8.5
KEN__EN.GHG.CO2.PC.CE.AR5,0.3
KOR__EN.GHG.CO2.PC.CE.AR5,11.5
NGA__EN.GHG.CO2.PC.CE.AR5,0.6
NLD__EN.GHG.CO2.PC.CE.AR5,7.5
NOR__EN.GHG.CO2.PC.CE.AR5,7.5
POL__EN.GHG.CO2.PC.CE.AR5,8.0
SWE__EN.GHG.CO2.PC.CE.AR5,3.5
USA__EN.GHG.CO2.PC.CE.AR5,14.9
